Customer_ID,Email,Phone,Geography_ID
277,customer277@example.com,+84916816569,11008
278,customer278@example.com,+84907654909,11008
279,customer279@example.com,+84937814054,11008
280,customer280@example.com,+84984302960,11008
281,customer281@example.com,+84999157604,26325
282,customer282@example.com,+84915421040,26325
283,customer283@example.com,+84924210512,26325
284,customer284@example.com,+84972073914,26325
285,customer285@example.com,+84967922032,26325
288,customer288@example.com,+84933779713,22563
289,customer289@example.com,+84911506305,22563
290,customer290@example.com,+84920560091,22563
291,customer291@example.com,+84986881845,323
292,customer292@example.com,+84907734102,323
293,customer293@example.com,+84905674719,323
294,customer294@example.com,+84908658144,323
295,customer295@example.com,+84940163712,323
296,customer296@example.com,+84989386386,22564
297,customer297@example.com,+84985447809,22564
298,customer298@example.com,+84988917675,22564
299,customer299@example.com,+84944165849,22564
302,customer302@example.com,+84972586911,22565
304,customer304@example.com,+84992956357,22565
305,customer305@example.com,+84968227907,22565
306,customer306@example.com,+84978826934,2072
307,customer307@example.com,+84949905866,2072
312,customer312@example.com,+84981121402,17878
313,customer313@example.com,+84940657662,17878
314,customer314@example.com,+84994015781,17878
317,customer317@example.com,+84906659908,33785
318,customer318@example.com,+84931378291,33785
319,customer319@example.com,+84963020641,33785
325,customer325@example.com,+84936634821,38031
326,customer326@example.com,+84919433354,36764
327,customer327@example.com,+84916887294,36764
332,customer332@example.com,+84973422991,11009
334,customer334@example.com,+84997935968,11009
337,customer337@example.com,+84935562619,22568
339,customer339@example.com,+84935213498,22568
340,customer340@example.com,+84935703247,22568
342,customer342@example.com,+84940910172,26326
343,customer343@example.com,+84962744322,26326
344,customer344@example.com,+84957805563,26326
345,customer345@example.com,+84991544506,26326
348,customer348@example.com,+84906404003,38032
349,customer349@example.com,+84971244178,38032
350,customer350@example.com,+84951939266,38032
352,customer352@example.com,+84933267858,38033
354,customer354@example.com,+84921114003,38033
356,customer356@example.com,+84986641503,19981
358,customer358@example.com,+84910421958,19981
359,customer359@example.com,+84977809459,19981
360,customer360@example.com,+84912984808,19981
361,customer361@example.com,+84914764960,26327
362,customer362@example.com,+84996946087,26327
363,customer363@example.com,+84950402943,26327
364,customer364@example.com,+84976241446,26327
365,customer365@example.com,+84953777024,26327
366,customer366@example.com,+84983494666,5025
367,customer367@example.com,+84970721464,5025
368,customer368@example.com,+84984711896,5025
369,customer369@example.com,+84992649393,5025
371,customer371@example.com,+84979214742,325
372,customer372@example.com,+84943799966,325
373,customer373@example.com,+84910047453,325
374,customer374@example.com,+84935581225,325
375,customer375@example.com,+84934109026,325
376,customer376@example.com,+84942090758,5026
377,customer377@example.com,+84916037627,5026
378,customer378@example.com,+84980337039,5026
379,customer379@example.com,+84920281689,5026
381,customer381@example.com,+84957631343,5027
382,customer382@example.com,+84971450611,5027
383,customer383@example.com,+84946510960,5027
384,customer384@example.com,+84999223553,5027
385,customer385@example.com,+84995415947,5027
386,customer386@example.com,+84932797855,19982
387,customer387@example.com,+84934795514,19982
388,customer388@example.com,+84905184502,19982
390,customer390@example.com,+84923448674,19982
392,customer392@example.com,+84955223954,11011
393,customer393@example.com,+84930948143,11011
394,customer394@example.com,+84912503247,11011
395,customer395@example.com,+84994962818,11011
396,customer396@example.com,+84954006163,38034
397,customer397@example.com,+84951910807,38034
398,customer398@example.com,+84954847136,38034
399,customer399@example.com,+84973150359,38034
400,customer400@example.com,+84930831219,38034
401,customer401@example.com,+84992942922,38035
402,customer402@example.com,+84923101383,38035
403,customer403@example.com,+84917569187,38035
406,customer406@example.com,+84954710375,327
407,customer407@example.com,+84954456147,327
408,customer408@example.com,+84978110973,327
409,customer409@example.com,+84939501026,327
410,customer410@example.com,+84933163773,327
412,customer412@example.com,+84911310552,22570
413,customer413@example.com,+84931146082,22570
414,customer414@example.com,+84921104792,22570
415,customer415@example.com,+84921739356,22570
416,customer416@example.com,+84911471761,11012
417,customer417@example.com,+84919576703,11012
418,customer418@example.com,+84975092305,11012
420,customer420@example.com,+84972429249,11012
421,customer421@example.com,+84918877237,26328
422,customer422@example.com,+84946918818,26328
423,customer423@example.com,+84923705256,26328
424,customer424@example.com,+84984504547,26328
425,customer425@example.com,+84977633091,26328
426,customer426@example.com,+84979452960,36765
427,customer427@example.com,+84955403796,36765
428,customer428@example.com,+84996949039,36765
429,customer429@example.com,+84997576439,36765
430,customer430@example.com,+84923508102,36765
431,customer431@example.com,+84909405634,36766
432,customer432@example.com,+84905853584,36766
433,customer433@example.com,+84924947744,36766
435,customer435@example.com,+84948491183,36766
436,customer436@example.com,+84937856186,5029
437,customer437@example.com,+84948673237,5029
439,customer439@example.com,+84965293686,5029
441,customer441@example.com,+84901983509,5030
443,customer443@example.com,+84918298917,5030
446,customer446@example.com,+84943563237,11013
447,customer447@example.com,+84977729132,11013
448,customer448@example.com,+84977275698,11013
450,customer450@example.com,+84973214389,11013
452,customer452@example.com,+84926365210,5031
453,customer453@example.com,+84958245345,5031
454,customer454@example.com,+84927180308,5031
455,customer455@example.com,+84911326237,5031
456,customer456@example.com,+84986343264,22571
457,customer457@example.com,+84961864219,22571
458,customer458@example.com,+84954434670,22571
459,customer459@example.com,+84987692768,22571
460,customer460@example.com,+84933255876,22571
461,customer461@example.com,+84949114107,36767
462,customer462@example.com,+84915900476,36767
463,customer463@example.com,+84940820227,36767
464,customer464@example.com,+84979688895,36767
465,customer465@example.com,+84987927856,36767
466,customer466@example.com,+84953059071,12329
467,customer467@example.com,+84989595920,12329
468,customer468@example.com,+84912707035,12329
469,customer469@example.com,+84905130397,12329
470,customer470@example.com,+84970560220,12329
471,customer471@example.com,+84936998516,33787
472,customer472@example.com,+84936481541,33787
473,customer473@example.com,+84966385640,33787
474,customer474@example.com,+84966880548,33787
475,customer475@example.com,+84994783767,33787
477,customer477@example.com,+84978384476,328
478,customer478@example.com,+84994206448,328
480,customer480@example.com,+84992406061,328
481,customer481@example.com,+84942058334,31288
482,customer482@example.com,+84949742523,31288
483,customer483@example.com,+84939769056,31288
484,customer484@example.com,+84955174259,31288
487,customer487@example.com,+84956688830,19983
488,customer488@example.com,+84943369428,19983
489,customer489@example.com,+84914650271,19983
490,customer490@example.com,+84931725526,19983
491,customer491@example.com,+84979348896,2073
492,customer492@example.com,+84918992383,2073
493,customer493@example.com,+84970995266,2073
494,customer494@example.com,+84956877183,2073
495,customer495@example.com,+84984574185,2073
496,customer496@example.com,+84901989173,31289
497,customer497@example.com,+84936635193,31289
498,customer498@example.com,+84932474983,31289
499,customer499@example.com,+84933999533,31289
500,customer500@example.com,+84914716695,31289
501,customer501@example.com,+84991992689,12330
502,customer502@example.com,+84991299103,12330
503,customer503@example.com,+84963967150,12330
504,customer504@example.com,+84991499349,12330
505,customer505@example.com,+84963981206,12330
506,customer506@example.com,+84964785345,19985
507,customer507@example.com,+84917882750,19985
508,customer508@example.com,+84978725274,19985
509,customer509@example.com,+84960303849,19985
510,customer510@example.com,+84910192257,19985
511,customer511@example.com,+84943167705,22573
512,customer512@example.com,+84994569232,22573
513,customer513@example.com,+84921130343,22573
514,customer514@example.com,+84940869792,22573
515,customer515@example.com,+84949913224,22573
517,customer517@example.com,+84964356138,12332
518,customer518@example.com,+84991959541,12332
519,customer519@example.com,+84967607727,12332
520,customer520@example.com,+84992642342,12332
522,customer522@example.com,+84953007836,22574
523,customer523@example.com,+84965541801,22574
525,customer525@example.com,+84958114585,22574
526,customer526@example.com,+84926658609,19986
528,customer528@example.com,+84976294551,19986
529,customer529@example.com,+84930024204,19986
530,customer530@example.com,+84982008891,19986
531,customer531@example.com,+84948715257,17879
532,customer532@example.com,+84922268806,17879
533,customer533@example.com,+84906512440,17879
534,customer534@example.com,+84912431395,17879
535,customer535@example.com,+84973208492,17879
536,customer536@example.com,+84929093907,33788
537,customer537@example.com,+84936253447,33788
538,customer538@example.com,+84962134783,33788
539,customer539@example.com,+84993560813,33788
540,customer540@example.com,+84962460303,33788
543,customer543@example.com,+84983831437,329
544,customer544@example.com,+84964447435,329
545,customer545@example.com,+84949895282,329
546,customer546@example.com,+84902503771,38036
548,customer548@example.com,+84970286689,38036
549,customer549@example.com,+84900996161,38036
550,customer550@example.com,+84904183839,38036
551,customer551@example.com,+84967775190,11014
552,customer552@example.com,+84967758014,11014
553,customer553@example.com,+84920153173,11014
554,customer554@example.com,+84967227698,11014
556,customer556@example.com,+84948939582,5032
557,customer557@example.com,+84956224957,5032
560,customer560@example.com,+84922725756,5032
561,customer561@example.com,+84971531065,5033
562,customer562@example.com,+84901079600,5033
563,customer563@example.com,+84926191539,5033
564,customer564@example.com,+84932576169,5033
567,customer567@example.com,+84943381573,31291
569,customer569@example.com,+84994555918,31291
571,customer571@example.com,+84970612021,38037
572,customer572@example.com,+84925050090,38037
573,customer573@example.com,+84908849851,38037
575,customer575@example.com,+84960779108,38037
577,customer577@example.com,+84995534048,2074
578,customer578@example.com,+84966009351,2074
579,customer579@example.com,+84985871668,2074
580,customer580@example.com,+84992526139,2074
581,customer581@example.com,+84984890726,2075
584,customer584@example.com,+84998129091,2075
586,customer586@example.com,+84987753580,22575
587,customer587@example.com,+84929549535,22575
588,customer588@example.com,+84900449395,22575
589,customer589@example.com,+84921921117,22575
590,customer590@example.com,+84940308782,22575
592,customer592@example.com,+84951592034,33789
593,customer593@example.com,+84953386038,33789
595,customer595@example.com,+84957351079,33789
597,customer597@example.com,+84931530803,9658
598,customer598@example.com,+84933266319,9658
599,customer599@example.com,+84930503180,9658
601,customer601@example.com,+84903379569,12333
602,customer602@example.com,+84970009467,12333
603,customer603@example.com,+84944910237,12333
604,customer604@example.com,+84942165906,12333
605,customer605@example.com,+84959855504,12333
606,customer606@example.com,+84989473854,11016
607,customer607@example.com,+84906319707,11016
609,customer609@example.com,+84968532150,11016
610,customer610@example.com,+84903695961,11016
611,customer611@example.com,+84978911293,26334
612,customer612@example.com,+84994766206,26334
613,customer613@example.com,+84936396424,26334
614,customer614@example.com,+84904294539,26334
615,customer615@example.com,+84911609076,26334
616,customer616@example.com,+84973204793,38040
617,customer617@example.com,+84938498937,38040
618,customer618@example.com,+84900803328,38040
619,customer619@example.com,+84920840174,38040
620,customer620@example.com,+84901043233,38040
621,customer621@example.com,+84990354783,332
622,customer622@example.com,+84977209213,332
623,customer623@example.com,+84900529525,332
624,customer624@example.com,+84916953831,332
625,customer625@example.com,+84956996736,332
626,customer626@example.com,+84974583311,26335
627,customer627@example.com,+84971709884,26335
628,customer628@example.com,+84982235366,26335
629,customer629@example.com,+84903699391,26335
630,customer630@example.com,+84999231166,26335
632,customer632@example.com,+84977183765,9659
633,customer633@example.com,+84948487260,9659
634,customer634@example.com,+84957338102,9659
635,customer635@example.com,+84970721474,9659
636,customer636@example.com,+84915192217,5034
637,customer637@example.com,+84952496015,5034
638,customer638@example.com,+84910292658,5034
639,customer639@example.com,+84933698788,5034
640,customer640@example.com,+84961819576,5034
642,customer642@example.com,+84995875021,31292
643,customer643@example.com,+84963362116,31292
644,customer644@example.com,+84901748014,31292
646,customer646@example.com,+84940711152,9660
648,customer648@example.com,+84950296557,9660
649,customer649@example.com,+84946216125,9660
650,customer650@example.com,+84969397491,9660
651,customer651@example.com,+84981949124,333
652,customer652@example.com,+84923295179,333
654,customer654@example.com,+84973706383,333
656,customer656@example.com,+84917541337,38041
657,customer657@example.com,+84957399769,38041
658,customer658@example.com,+84998208175,38041
659,customer659@example.com,+84920279846,38041
660,customer660@example.com,+84910970723,38041
661,customer661@example.com,+84972807712,334
662,customer662@example.com,+84972193785,334
664,customer664@example.com,+84994919177,334
665,customer665@example.com,+84950018037,334
666,customer666@example.com,+84943351876,335
668,customer668@example.com,+84950166883,335
669,customer669@example.com,+84960361505,335
670,customer670@example.com,+84946787763,335
671,customer671@example.com,+84965732489,9661
674,customer674@example.com,+84903693305,9661
675,customer675@example.com,+84913470137,9661
676,customer676@example.com,+84904466271,2077
677,customer677@example.com,+84954717184,2077
679,customer679@example.com,+84934907127,2077
680,customer680@example.com,+84910495300,2077
681,customer681@example.com,+84928709379,19989
682,customer682@example.com,+84994923791,19989
683,customer683@example.com,+84934654999,19989
684,customer684@example.com,+84927451727,19989
685,customer685@example.com,+84974815222,19989
686,customer686@example.com,+84928997889,33792
687,customer687@example.com,+84999967871,33792
688,customer688@example.com,+84948978079,33792
689,customer689@example.com,+84911726298,33792
690,customer690@example.com,+84984607827,33792
691,customer691@example.com,+84955723671,38042
692,customer692@example.com,+84989843595,38042
693,customer693@example.com,+84956564401,38042
696,customer696@example.com,+84946673570,36771
697,customer697@example.com,+84978547323,36771
699,customer699@example.com,+84915033888,36771
700,customer700@example.com,+84989132960,36771
701,customer701@example.com,+84961704882,36772
704,customer704@example.com,+84934958762,36772
705,customer705@example.com,+84917028708,36772
706,customer706@example.com,+84904035851,2078
707,customer707@example.com,+84947685442,2078
708,customer708@example.com,+84934045504,2078
709,customer709@example.com,+84982396202,2078
710,customer710@example.com,+84935610155,2078
711,customer711@example.com,+84929469068,31293
712,customer712@example.com,+84930185054,31293
714,customer714@example.com,+84909702701,31293
715,customer715@example.com,+84978262145,31293
716,customer716@example.com,+84933127676,11018
717,customer717@example.com,+84902976242,11018
718,customer718@example.com,+84937317456,11018
719,customer719@example.com,+84927812615,11018
720,customer720@example.com,+84944653148,11018
721,customer721@example.com,+84904833177,33793
724,customer724@example.com,+84999952217,33793
727,customer727@example.com,+84908454561,11019
728,customer728@example.com,+84945932658,11019
729,customer729@example.com,+84902597480,11019
730,customer730@example.com,+84923151417,11019
731,customer731@example.com,+84939673332,33794
732,customer732@example.com,+84919699313,33794
734,customer734@example.com,+84916934380,33794
735,customer735@example.com,+84910617244,33794
736,customer736@example.com,+84934086263,31294
737,customer737@example.com,+84970098339,31294
738,customer738@example.com,+84950234072,31294
739,customer739@example.com,+84995481108,31294
740,customer740@example.com,+84903369720,31294
741,customer741@example.com,+84971819939,2079
743,customer743@example.com,+84991008393,2079
744,customer744@example.com,+84973963364,2079
745,customer745@example.com,+84902640328,2079
748,customer748@example.com,+84925856919,336
749,customer749@example.com,+84957658082,336
750,customer750@example.com,+84993437616,336
751,customer751@example.com,+84955395426,38043
753,customer753@example.com,+84927348975,38043
754,customer754@example.com,+84911552291,38043
756,customer756@example.com,+84900070640,337
757,customer757@example.com,+84977498463,337
758,customer758@example.com,+84962976036,337
759,customer759@example.com,+84985241611,337
760,customer760@example.com,+84997684848,337
761,customer761@example.com,+84903741196,19990
762,customer762@example.com,+84990876182,19990
763,customer763@example.com,+84919511512,19990
764,customer764@example.com,+84983692386,19990
765,customer765@example.com,+84940260456,19990
767,customer767@example.com,+84911720477,31295
768,customer768@example.com,+84913217648,31295
769,customer769@example.com,+84922558781,31295
771,customer771@example.com,+84959946863,19991
772,customer772@example.com,+84962784216,19991
773,customer773@example.com,+84932425301,19991
774,customer774@example.com,+84970373772,19991
775,customer775@example.com,+84988146618,19991
776,customer776@example.com,+84926778642,26338
779,customer779@example.com,+84960995760,26338
780,customer780@example.com,+84995499875,26338
782,customer782@example.com,+84946547339,22576
783,customer783@example.com,+84990372540,22576
784,customer784@example.com,+84914573458,22576
785,customer785@example.com,+84947911176,22576
788,customer788@example.com,+84929264326,338
789,customer789@example.com,+84982896667,338
790,customer790@example.com,+84953953229,338
792,customer792@example.com,+84988132318,26339
795,customer795@example.com,+84956294783,26339
797,customer797@example.com,+84959145779,19993
799,customer799@example.com,+84946977874,19993
801,customer801@example.com,+84929365614,11020
802,customer802@example.com,+84989268367,11020
803,customer803@example.com,+84947010676,11020
805,customer805@example.com,+84951371106,11020
806,customer806@example.com,+84937327243,11021
807,customer807@example.com,+84969426200,11021
808,customer808@example.com,+84996435123,11021
809,customer809@example.com,+84969872506,11021
810,customer810@example.com,+84910198499,11021
811,customer811@example.com,+84937342772,339
812,customer812@example.com,+84944362902,339
813,customer813@example.com,+84900197775,339
814,customer814@example.com,+84935940920,339
815,customer815@example.com,+84984673574,339
816,customer816@example.com,+84923614649,17882
818,customer818@example.com,+84978507230,17882
819,customer819@example.com,+84917310852,17882
820,customer820@example.com,+84978535842,17882
822,customer822@example.com,+84954564054,11022
823,customer823@example.com,+84962989020,11022
826,customer826@example.com,+84930773482,340
827,customer827@example.com,+84978733130,340
828,customer828@example.com,+84977273675,340
829,customer829@example.com,+84902276360,340
832,customer832@example.com,+84949437769,38044
833,customer833@example.com,+84999294096,38044
834,customer834@example.com,+84931665404,38044
835,customer835@example.com,+84992800518,38044
836,customer836@example.com,+84985218477,33795
837,customer837@example.com,+84957849484,33795
838,customer838@example.com,+84916434343,33795
839,customer839@example.com,+84944079273,33795
841,customer841@example.com,+84992992904,22578
842,customer842@example.com,+84940201137,22578
843,customer843@example.com,+84972571674,22578
847,customer847@example.com,+84980497273,36774
848,customer848@example.com,+84992792001,36774
849,customer849@example.com,+84980954884,36774
850,customer850@example.com,+84957235484,36774
852,customer852@example.com,+84995939748,5035
853,customer853@example.com,+84962182821,5035
854,customer854@example.com,+84976835154,5035
857,customer857@example.com,+84980768647,9663
858,customer858@example.com,+84983273068,9663
859,customer859@example.com,+84923020885,9663
860,customer860@example.com,+84901286643,9663
862,customer862@example.com,+84977031056,342
863,customer863@example.com,+84941869822,342
865,customer865@example.com,+84906200646,342
867,customer867@example.com,+84974092760,22579
868,customer868@example.com,+84914509187,22579
869,customer869@example.com,+84927780899,22579
870,customer870@example.com,+84905409861,22579
871,customer871@example.com,+84988825083,12334
873,customer873@example.com,+84990197406,12334
874,customer874@example.com,+84955478034,12334
876,customer876@example.com,+84912831595,26343
877,customer877@example.com,+84975524262,26343
879,customer879@example.com,+84977189210,26343
880,customer880@example.com,+84900448345,26343
881,customer881@example.com,+84976246546,343
882,customer882@example.com,+84974936358,343
883,customer883@example.com,+84915814828,343
886,customer886@example.com,+84948763532,26344
887,customer887@example.com,+84938538877,26344
888,customer888@example.com,+84995450771,26344
889,customer889@example.com,+84973851335,26344
890,customer890@example.com,+84944196734,26344
891,customer891@example.com,+84989630668,38046
892,customer892@example.com,+84980558427,38046
893,customer893@example.com,+84938503931,38046
895,customer895@example.com,+84919164528,38046
896,customer896@example.com,+84987580056,344
897,customer897@example.com,+84920812709,344
898,customer898@example.com,+84989589817,344
899,customer899@example.com,+84952203051,344
900,customer900@example.com,+84939301804,344
902,customer902@example.com,+84904848287,36776
904,customer904@example.com,+84951152700,36776
905,customer905@example.com,+84943750190,36776
906,customer906@example.com,+84969334164,11023
907,customer907@example.com,+84952187215,11023
908,customer908@example.com,+84978998740,11023
909,customer909@example.com,+84955257851,11023
910,customer910@example.com,+84948518372,11023
911,customer911@example.com,+84912842659,36777
913,customer913@example.com,+84997084642,36777
915,customer915@example.com,+84933978002,36777
916,customer916@example.com,+84902373139,38047
917,customer917@example.com,+84955553464,38047
918,customer918@example.com,+84999204497,38047
919,customer919@example.com,+84942801198,38047
920,customer920@example.com,+84918892008,38047
921,customer921@example.com,+84935427853,36778
923,customer923@example.com,+84956882318,36778
925,customer925@example.com,+84973190814,36778
926,customer926@example.com,+84910986868,11027
927,customer927@example.com,+84940480309,11027
928,customer928@example.com,+84993691765,11027
929,customer929@example.com,+84939521538,11027
930,customer930@example.com,+84978815702,11027
931,customer931@example.com,+84960972984,26346
932,customer932@example.com,+84938673354,26346
933,customer933@example.com,+84991063625,26346
934,customer934@example.com,+84955454431,26346
935,customer935@example.com,+84965557447,26346
937,customer937@example.com,+84983845477,2081
940,customer940@example.com,+84977982667,2081
942,customer942@example.com,+84955860631,22581
944,customer944@example.com,+84999471732,22581
945,customer945@example.com,+84957681017,22581
946,customer946@example.com,+84902667867,9665
948,customer948@example.com,+84993837987,9665
951,customer951@example.com,+84956987271,347
955,customer955@example.com,+84941241273,347
957,customer957@example.com,+84945718843,9666
958,customer958@example.com,+84990864817,9666
959,customer959@example.com,+84968452891,9666
960,customer960@example.com,+84965432283,9666
961,customer961@example.com,+84971275364,33799
